PolicyId,AgeConducteur,SexeConducteur,StatutMatrimonial,BonusMalus,FrequencePaiement,CodeProfession,AgeVehicule,ClasseVehicule,PuissanceVehicule,CarburantVehicule,UsageVehicule,Garage,Region,PrimeCommerciale
90148534.101b,20.0,M,null,90.0,Annual,null,7.0,Cheapest,P8,Regular,Private+trip to office,Street,Headquarters,395.1
90154613.100a,30.0,M,null,64.0,Annual,null,5.0,Cheaper,P11,Diesel,Private+trip to office,Closed zbox,Center,386.2
90110352.100a,51.0,F,Cohabiting,50.0,Annual,Private employee,11.0,Cheap,P11,Regular,Private+trip to office,Closed collective parking,Center,154.8
90111197.101a,34.0,M,Cohabiting,76.0,Half-yearly,Private employee,5.0,Medium low,P12,Diesel,Private+trip to office,Closed zbox,Center,501.9
90105174.101a,26.0,F,Cohabiting,72.0,Annual,Public employee,8.0,Cheapest,P8,Regular,Private+trip to office,Street,Paris area,277.0
90188193.100c,39.0,M,null,53.0,Half-yearly,null,4.0,Medium,P13,Regular,Private+trip to office,Closed zbox,Headquarters,580.4
90164503.100a,59.0,M,null,50.0,Annual,null,9.0,Cheapest,P8,Regular,Private+trip to office,Closed zbox,Center,121.7
90133920.100a,29.0,F,null,72.0,Half-yearly,null,3.0,Cheaper,P11,Regular,Private+trip to office,Opened collective parking,Center,689.9
90146649.101a,28.0,F,null,62.0,Half-yearly,null,15.0,Cheapest,P8,Regular,Private+trip to office,Street,Paris area,246.6
90159861.100a,54.0,F,null,50.0,Half-yearly,null,12.0,Cheaper,P10,Regular,Private+trip to office,Street,Center,279.5
90166078.100a,31.0,M,null,60.0,Half-yearly,null,6.0,Medium,P15,Regular,Private+trip to office,Closed zbox,Headquarters,814.6
90147369.101a,32.0,M,null,67.0,Annual,null,13.0,Medium high,P15,Diesel,Private+trip to office,Closed zbox,Center,243.1
90148769.100b,56.0,M,null,54.0,Half-yearly,null,9.0,Cheap,P12,Diesel,Private+trip to office,Closed zbox,Center,342.7
90134500.102a,33.0,F,null,54.0,Half-yearly,null,11.0,Cheaper,P11,Regular,Private+trip to office,Closed collective parking,Paris area,211.3
90147509.101b,49.0,M,null,50.0,Monthly,null,0.0,Cheapest,P10,Diesel,Private+trip to office,Street,Center,342.1
90161058.100a,55.0,M,null,50.0,Annual,null,0.0,Medium low,P13,Regular,Private+trip to office,Closed zbox,Center,407.0
1005058.100b,46.0,M,Married,50.0,Half-yearly,Retiree,11.0,Medium low,P11,Diesel,Private+trip to office,Closed zbox,Headquarters,395.0
1005058.100a,45.0,M,Married,50.0,Half-yearly,Retiree,10.0,Medium low,P11,Diesel,Private+trip to office,Closed zbox,Headquarters,324.9
90104318.100a,40.0,M,Married,50.0,Half-yearly,Private employee,11.0,Medium low,P13,Regular,Private+trip to office,Closed collective parking,Paris area,299.0
90155240.100a,31.0,F,null,56.99999999999999,Annual,null,9.0,Cheaper,P11,Regular,Private+trip to office,Closed zbox,Center,357.0
10100032.100a,60.0,M,Cohabiting,50.0,Annual,Public employee,13.0,Cheapest,P9,Regular,Private+trip to office,Closed collective parking,Paris area,231.0
90111380.101a,40.0,M,Cohabiting,72.0,Half-yearly,Public employee,14.0,Cheapest,P9,Regular,Private+trip to office,Opened collective parking,Center,201.1
90119669.101c,37.0,M,Married,50.0,Half-yearly,Private employee,15.0,Medium,P14,Regular,Private+trip to office,Closed collective parking,Center,244.9
90150880.100a,49.0,F,null,50.0,Half-yearly,null,1.0,Cheapest,P10,Diesel,Private+trip to office,Closed zbox,Headquarters,505.2
90155938.100a,46.0,F,null,50.0,Half-yearly,null,2.0,Medium low,P13,Regular,Private+trip to office,Closed collective parking,Paris area,780.4
1005740.100a,56.0,F,Cohabiting,76.0,Half-yearly,Private employee,8.0,Cheapest,P10,Diesel,Private+trip to office,Closed zbox,Headquarters,299.4
90147589.100b,48.0,M,null,57.99999999999999,Annual,null,0.0,Cheaper,P12,Regular,Private+trip to office,Closed zbox,South West,528.2
90111356.100a,28.0,M,Cohabiting,72.0,Annual,Public employee,7.0,Cheapest,P8,Regular,Private+trip to office,Opened collective parking,Center,167.9
90126002.101a,82.0,M,Married,50.0,Annual,Public employee,7.0,Cheap,P11,Diesel,Private+trip to office,Closed zbox,Center,347.3
90127199.101b,24.0,M,Single,80.0,Quarterly,Private employee,3.0,Cheaper,P11,Diesel,Private+trip to office,Opened collective parking,Center,735.0
90147753.101b,28.0,F,null,54.0,Annual,null,8.0,Cheapest,P9,Regular,Private+trip to office,Closed zbox,Paris area,219.7
90120756.101a,28.0,M,Married,72.0,Annual,Public employee,5.0,Cheapest,P9,Regular,Private+trip to office,Closed zbox,Center,461.0
90105126.100a,45.0,F,Cohabiting,62.0,Quarterly,Private employee,12.0,Cheapest,P9,Regular,Private+trip to office,Street,Center,187.3
90147583.100b,27.0,M,null,60.0,Annual,null,4.0,Cheaper,P11,Diesel,Private+trip to office,Opened collective parking,South West,457.8
90108649.101a,33.0,M,Married,50.0,Annual,Other,1.0,Medium,P15,Diesel,Private+trip to office,Closed collective parking,Center,540.5
90160897.100a,82.0,M,null,50.0,Annual,null,3.0,Cheaper,P12,Regular,Private+trip to office,Closed zbox,South West,333.6
90106090.101a,38.0,M,Cohabiting,50.0,Monthly,Private employee,13.0,Cheaper,P12,Regular,Professional,Closed zbox,Paris area,273.3
90165773.100a,32.0,F,null,76.0,Annual,null,9.0,Cheapest,P9,Regular,Private+trip to office,Street,Headquarters,287.0
1000783.100a,29.0,M,Divorced,64.0,Annual,Retiree,12.0,Medium,P15,Regular,Private+trip to office,Closed zbox,Headquarters,396.2
90187872.100c,74.0,M,null,50.0,Annual,null,8.0,Cheaper,P9,Regular,Private+trip to office,Closed zbox,South West,308.2
90127089.100b,42.0,M,Single,60.0,Annual,Private employee,1.0,Cheapest,P8,Regular,Private+trip to office,Street,Center,293.1
90154564.100a,30.0,F,null,55.00000000000001,Half-yearly,null,1.0,Cheaper,P11,Diesel,Private+trip to office,Closed zbox,Center,455.1
90153418.100b,36.0,M,null,75.0,Annual,null,0.0,Cheapest,P10,Regular,Professional,Closed zbox,Center,677.5
90147668.100a,44.0,M,null,50.0,Half-yearly,null,7.0,Cheapest,P9,Regular,Private+trip to office,Closed collective parking,Headquarters,268.0
90163401.100a,37.0,M,null,60.0,Half-yearly,null,8.0,Cheapest,P9,Regular,Private+trip to office,Opened collective parking,South West,255.5
90131638.100a,39.0,M,null,51.0,Annual,null,0.0,Cheapest,P10,Diesel,Private+trip to office,Street,Center,425.0
90151751.100b,34.0,M,null,50.0,Annual,null,3.0,Cheapest,P9,Regular,Private+trip to office,Closed zbox,Paris area,379.6
90115974.101b,28.0,F,Cohabiting,80.0,Annual,Private employee,6.0,Cheaper,P12,Diesel,Private+trip to office,Closed collective parking,Center,743.1
90106086.101a,42.0,M,Cohabiting,80.0,Half-yearly,Private employee,13.0,Cheapest,P7,Regular,Private+trip to office,Opened collective parking,Paris area,215.8
90167705.102b,37.0,M,null,60.0,Half-yearly,null,10.0,Cheaper,P10,Diesel,Private+trip to office,Closed collective parking,South West,332.9
90194792.100b,41.0,F,null,60.0,Half-yearly,null,3.0,Cheaper,P11,Diesel,Private+trip to office,Closed zbox,South West,409.2
90148500.100c,48.0,M,null,50.0,Annual,null,17.0,Medium low,P11,Regular,Private+trip to office,Opened collective parking,Paris area,236.0
90152327.100c,40.0,M,null,50.0,Annual,null,13.0,Cheaper,P10,Regular,Private+trip to office,Closed zbox,Center,170.8
90104327.101a,33.0,M,Single,95.0,Half-yearly,Private employee,5.0,Cheaper,P11,Regular,Private+trip to office,Opened collective parking,Paris area,1388.6
90155980.100b,40.0,F,null,50.0,Annual,null,5.0,Cheaper,P11,Diesel,Private+trip to office,Closed collective parking,South West,314.2
90167817.101a,46.0,M,null,56.99999999999999,Half-yearly,null,5.0,Cheapest,P10,Regular,Private+trip to office,Opened collective parking,Headquarters,467.2
90147285.100a,48.0,F,null,50.0,Annual,null,14.0,Cheap,P12,Regular,Private+trip to office,Closed zbox,Center,200.1
90145915.100c,31.0,F,null,56.99999999999999,Quarterly,null,12.0,Cheap,P13,Regular,Private+trip to office,Closed collective parking,South West,274.0
90103997.103a,51.0,F,Cohabiting,50.0,Half-yearly,Private employee,2.0,Cheapest,P10,Regular,Private+trip to office,Closed zbox,Center,296.2
90133104.100a,56.0,M,null,50.0,Annual,null,2.0,Medium high,P13,Regular,Private+trip to office,Closed zbox,Paris area,766.1
90104895.102a,51.0,F,Cohabiting,50.0,Half-yearly,Public employee,6.0,Cheap,P11,Regular,Private+trip to office,Closed collective parking,Center,337.5
220.101a,36.0,M,Married,112.0,Annual,Private employee,9.0,Cheapest,P8,Regular,Private+trip to office,Street,Paris area,365.5
90148363.100a,51.0,M,null,50.0,Half-yearly,null,2.0,Cheapest,P10,Diesel,Private+trip to office,Closed zbox,Center,364.0
90188806.100c,34.0,M,null,60.0,Annual,null,4.0,Cheap,P12,Diesel,Private+trip to office,Closed zbox,Center,522.5
90105357.101e,26.0,F,Cohabiting,80.0,Annual,Private employee,12.0,Cheapest,P9,Regular,Private+trip to office,Opened collective parking,Center,282.2
90154457.100a,36.0,M,null,64.0,Half-yearly,null,7.0,Cheaper,P10,Diesel,Private+trip to office,Street,Center,315.4
90187961.100d,31.0,M,null,64.0,Half-yearly,null,10.0,Cheap,P12,Regular,Private+trip to office,Opened collective parking,Headquarters,448.3
90159320.100b,38.0,M,null,50.0,Half-yearly,null,10.0,Cheapest,P10,Diesel,Private+trip to office,Opened collective parking,Center,238.6
90135187.100a,67.0,M,null,57.99999999999999,Annual,null,2.0,Medium low,P14,Diesel,Private+trip to office,Closed collective parking,Center,302.2
90194580.100a,19.0,M,null,95.0,Quarterly,null,18.0,Cheapest,P10,Regular,Private+trip to office,Closed zbox,Paris area,598.6
90127506.101b,49.0,M,Cohabiting,50.0,Annual,Public employee,12.0,Cheap,P11,Diesel,Private+trip to office,Closed collective parking,Center,130.4
90103518.10a,32.0,F,Single,60.0,Quarterly,Private employee,1.0,Cheapest,P8,Regular,Private+trip to office,Closed collective parking,Center,385.0
90148034.100a,25.0,F,null,76.0,Half-yearly,null,7.0,Cheapest,P10,Regular,Private+trip to office,Closed zbox,Headquarters,345.0
90156655.100a,34.0,M,null,85.0,Quarterly,null,8.0,Cheap,P14,Regular,Private+trip to office,Street,Center,649.3
90187910.100a,49.0,F,null,50.0,Annual,null,4.0,Cheap,P10,Regular,Private+trip to office,Closed collective parking,South West,446.7
90162725.101e,37.0,F,null,54.0,Annual,null,10.0,Cheapest,P9,Regular,Private+trip to office,Closed collective parking,Center,231.0
90157067.100a,30.0,M,null,64.0,Annual,null,10.0,Expensive,P14,Diesel,Private+trip to office,Closed zbox,Headquarters,570.4
90152876.101a,43.0,F,null,56.99999999999999,Half-yearly,null,0.0,Cheapest,P10,Regular,Private+trip to office,Closed zbox,South West,422.7
90154177.100a,39.0,F,null,50.0,Annual,null,4.0,Cheapest,P9,Regular,Private+trip to office,Closed zbox,Center,255.5
90145972.100b,49.0,F,null,50.0,Annual,null,5.0,Medium low,P12,Regular,Private+trip to office,Closed zbox,South West,272.3
90160290.102a,38.0,F,null,55.00000000000001,Half-yearly,null,6.0,Medium low,P13,Regular,Private+trip to office,Street,Center,357.1
90194672.100c,36.0,F,null,52.0,Half-yearly,null,9.0,Cheap,P13,Regular,Private+trip to office,Closed collective parking,Paris area,371.9
90148820.100b,33.0,M,null,68.0,Half-yearly,null,2.0,Cheapest,P9,Regular,Private+trip to office,Closed collective parking,Center,503.7
90112507.101b,31.0,M,Cohabiting,68.0,Half-yearly,Private employee,11.0,Cheapest,P9,Regular,Private+trip to office,Closed zbox,Center,220.0
40201672.101c,32.0,M,Married,50.0,Half-yearly,Private employee,2.0,Medium low,P14,Diesel,Private+trip to office,Closed zbox,Paris area,397.9
90175970.100a,46.0,M,null,50.0,Annual,null,4.0,Medium low,P14,Regular,Private+trip to office,Closed zbox,Center,452.1
1000830.101a,40.0,F,Married,50.0,Annual,Private employee,4.0,Cheap,P14,Regular,Private+trip to office,Closed zbox,Headquarters,543.7
90128174.101c,36.0,M,Cohabiting,67.0,Half-yearly,Private employee,3.0,Cheapest,P10,Diesel,Private+trip to office,Closed zbox,Headquarters,614.0
90149434.101a,29.0,F,null,56.99999999999999,Annual,null,9.0,Cheaper,P12,Regular,Private+trip to office,Closed zbox,Center,233.2
90161355.100a,24.0,M,null,76.0,Quarterly,null,3.0,Cheaper,P10,Regular,Private+trip to office,Closed collective parking,Center,672.4
90139797.100a,34.0,M,null,76.0,Half-yearly,null,13.0,Cheap,P11,Diesel,Private+trip to office,Closed zbox,Center,276.2
90171180.100a,50.0,F,null,62.0,Annual,null,4.0,Cheaper,P11,Regular,Private+trip to office,Closed zbox,Headquarters,334.3
80201133.101b,62.0,M,Cohabiting,50.0,Annual,Craftsman,7.0,Cheaper,P10,Regular,Private+trip to office,Opened collective parking,Center,310.6
1000519.101a,42.0,F,Married,50.0,Annual,Private employee,10.0,Cheaper,P12,Regular,Private+trip to office,Closed zbox,Headquarters,246.7
90134051.100a,30.0,F,null,56.99999999999999,Half-yearly,null,5.0,Cheaper,P11,Regular,Private+trip to office,Closed zbox,Center,394.6
30100123.100a,37.0,M,Cohabiting,90.0,Quarterly,Private employee,13.0,Cheapest,P10,Regular,Private+trip to office,Street,Paris area,371.3
90108477.101a,36.0,M,Cohabiting,50.0,Quarterly,Public employee,6.0,Cheaper,P11,Diesel,Private+trip to office,Closed zbox,Center,326.9
90108242.101a,24.0,M,Single,85.0,Half-yearly,Craftsman,4.0,Cheap,P13,Diesel,Private+trip to office,Closed zbox,Center,921.9
90106859.10a,55.0,M,Cohabiting,54.0,Annual,Public employee,14.0,Cheap,P11,Regular,Private+trip to office,Opened collective parking,Center,198.4
90150916.100b,43.0,M,null,54.0,Half-yearly,null,15.0,Cheap,P13,Regular,Private+trip to office,Closed zbox,Headquarters,203.9
90179470.100a,40.0,M,null,50.0,Half-yearly,null,5.0,Medium,P13,Regular,Private+trip to office,Closed zbox,Headquarters,423.0
90176478.100a,28.0,M,null,64.0,Half-yearly,null,3.0,Medium low,P14,Diesel,Private+trip to office,Closed zbox,Center,638.2
90108430.101a,42.0,M,Married,52.0,Half-yearly,Private employee,15.0,Cheapest,P7,Regular,Private+trip to office,Opened collective parking,Center,121.0
90102240.101a,43.0,F,Cohabiting,50.0,Half-yearly,Private employee,9.0,Medium,P12,Regular,Private+trip to office,Closed collective parking,Headquarters,341.4
20100160.102a,26.0,M,Cohabiting,72.0,Quarterly,Public employee,6.0,Medium low,P13,Diesel,Private+trip to office,Closed collective parking,Paris area,722.2
90102039.100a,43.0,M,Married,50.0,Half-yearly,Private employee,13.0,Cheapest,P5,Regular,Private+trip to office,Closed collective parking,Center,95.1
1000519.100a,42.0,F,Cohabiting,50.0,Annual,Private employee,11.0,Cheapest,P8,Regular,Private+trip to office,Closed zbox,Headquarters,147.1
90127055.101c,26.0,M,Cohabiting,64.0,Half-yearly,Public employee,9.0,Cheapest,P10,Regular,Private+trip to office,Closed zbox,Center,302.6
90158763.100a,41.0,M,null,75.0,Half-yearly,null,6.0,Cheaper,P12,Diesel,Private+trip to office,Street,Headquarters,494.4
90177808.100b,29.0,M,null,67.0,Half-yearly,null,4.0,Cheap,P12,Diesel,Private+trip to office,Closed zbox,South West,590.2
90152458.100b,30.0,M,null,53.0,Half-yearly,null,8.0,Medium low,P14,Regular,Private+trip to office,Closed collective parking,Paris area,696.3
90158867.100b,28.0,M,null,85.0,Half-yearly,null,7.0,Cheap,P11,Regular,Private+trip to office,Street,Center,631.7
90132294.100b,25.0,F,null,76.0,Quarterly,null,6.0,Cheapest,P10,Regular,Private+trip to office,Closed zbox,Paris area,460.2
859.100a,30.0,M,Cohabiting,60.0,Half-yearly,Private employee,1.0,Medium low,P14,Diesel,Private+trip to office,Closed zbox,Center,624.3
90124986.101a,22.0,F,Cohabiting,90.0,Quarterly,Private employee,13.0,Cheapest,P8,Regular,Private+trip to office,Opened collective parking,Paris area,386.4
90182249.100b,49.0,M,null,50.0,Half-yearly,null,9.0,Cheapest,P9,Regular,Private+trip to office,Opened collective parking,Headquarters,316.4
90170357.101a,50.0,M,null,50.0,Annual,null,3.0,Cheaper,P10,Diesel,Private+trip to office,Closed zbox,Center,324.6
70200019.10a,48.0,F,Married,50.0,Half-yearly,Craftsman,0.0,Cheaper,P8,Regular,Private+trip to office,Closed zbox,Center,416.1
90106039.101b,34.0,M,Married,80.0,Half-yearly,Private employee,5.0,Cheaper,P11,Regular,Private+trip to office,Opened collective parking,Paris area,660.6
90139315.100a,39.0,M,null,56.99999999999999,Annual,null,5.0,Cheapest,P8,Regular,Private+trip to office,Opened collective parking,Center,205.4
90190579.100a,27.0,M,null,85.0,Half-yearly,null,5.0,Medium low,P14,Diesel,Private+trip to office,Closed zbox,Headquarters,1854.9
90155074.100a,34.0,M,null,54.0,Annual,null,12.0,Cheapest,P9,Regular,Private+trip to office,Closed zbox,Headquarters,138.3
90103795.101b,27.0,M,Cohabiting,106.0,Half-yearly,Private employee,17.0,Cheaper,P9,Diesel,Private+trip to office,Street,Center,446.7
90103679.100a,44.0,F,Cohabiting,50.0,Half-yearly,Retiree,8.0,Medium high,P14,Regular,Private+trip to office,Street,Center,635.8
90139327.100a,30.0,F,null,72.0,Half-yearly,null,3.0,Cheaper,P11,Diesel,Private+trip to office,Opened collective parking,Center,591.9
90151024.100b,46.0,M,null,85.0,Half-yearly,null,9.0,Cheaper,P10,Regular,Private+trip to office,Street,Paris area,505.8
90104938.101b,42.0,M,Married,50.0,Annual,Public employee,12.0,Cheapest,P10,Diesel,Private+trip to office,Opened collective parking,Headquarters,213.9
90132702.100a,41.0,M,null,50.0,Annual,null,11.0,Cheapest,P10,Diesel,Private+trip to office,Closed zbox,Center,163.9
90125780.101a,28.0,F,Cohabiting,60.0,Annual,Public employee,2.0,Cheap,P11,Diesel,Private+trip to office,Closed zbox,Center,457.8
90127139.101b,45.0,M,Widowed,50.0,Annual,Public employee,8.0,Cheap,P12,Regular,Private+trip to office,Closed zbox,Center,221.8
90147776.100a,28.0,F,null,64.0,Half-yearly,null,2.0,Cheaper,P12,Diesel,Private+trip to office,Closed collective parking,Paris area,735.0
90103576.101a,36.0,M,Cohabiting,80.0,Half-yearly,Public employee,13.0,Cheap,P7,Regular,Private+trip to office,Closed zbox,Center,218.1
90157392.100a,30.0,M,null,60.0,Half-yearly,null,4.0,Cheaper,P12,Regular,Private+trip to office,Closed zbox,Paris area,548.0
90106889.10b,60.0,M,Cohabiting,100.0,Half-yearly,Public employee,12.0,Cheaper,P13,Regular,Private+trip to office,Street,Center,541.4
90144877.101b,40.0,M,null,50.0,Half-yearly,null,4.0,Cheaper,P12,Diesel,Private+trip to office,Closed collective parking,Center,365.8
90190763.100b,22.0,M,null,80.0,Annual,null,9.0,Cheaper,P10,Diesel,Private+trip to office,Street,Center,350.2
90114442.101b,41.0,F,Cohabiting,50.0,Half-yearly,Public employee,3.0,Cheap,P13,Diesel,Private+trip to office,Closed collective parking,Center,304.9
90153226.101a,42.0,M,null,51.0,Half-yearly,null,10.0,Cheaper,P9,Regular,Private+trip to office,Closed zbox,Center,181.6
90186787.100a,50.0,M,null,50.0,Half-yearly,null,7.0,Cheapest,P10,Diesel,Private+trip to office,Closed zbox,Center,275.6
30100116.101b,35.0,M,Cohabiting,80.0,Half-yearly,Private employee,13.0,Cheapest,P8,Regular,Private+trip to office,Closed zbox,Paris area,291.0
90187907.101a,29.0,M,null,85.0,Half-yearly,null,7.0,Cheaper,P12,Regular,Private+trip to office,Closed zbox,South West,533.1
90144663.100a,30.0,F,null,68.0,Half-yearly,null,12.0,Cheapest,P10,Regular,Private+trip to office,Street,South West,293.9
90134754.100b,28.0,F,null,56.99999999999999,Annual,null,3.0,Cheapest,P11,Regular,Private+trip to office,Closed collective parking,Paris area,521.6
90167744.100a,41.0,M,null,50.0,Annual,null,7.0,Cheap,P10,Regular,Private+trip to office,Closed zbox,South West,338.9
90148617.100a,32.0,M,null,76.0,Half-yearly,null,9.0,Medium low,P14,Regular,Private+trip to office,Closed collective parking,Headquarters,772.6
90159580.100b,49.0,M,null,50.0,Quarterly,null,6.0,Cheaper,P12,Regular,Private+trip to office,Closed zbox,Center,337.1
90146764.100a,49.0,F,null,50.0,Annual,null,11.0,Cheaper,P12,Regular,Private+trip to office,Closed zbox,Center,200.8
90147973.100a,28.0,F,null,80.0,Quarterly,null,3.0,Cheaper,P11,Diesel,Private+trip to office,Opened collective parking,Center,700.2
90178801.100b,25.0,M,null,90.0,Half-yearly,null,11.0,Cheaper,P10,Regular,Private+trip to office,Closed zbox,Center,390.2
1001909.100a,50.0,F,Cohabiting,71.0,Half-yearly,Private employee,0.0,Cheaper,P11,Regular,Private+trip to office,Closed zbox,Headquarters,497.5
90162725.101c,38.0,F,null,51.0,Annual,null,0.0,Medium high,P14,Diesel,Private+trip to office,Closed collective parking,Center,769.4
20100478.100a,42.0,F,Cohabiting,76.0,Half-yearly,Retiree,4.0,Cheaper,P11,Diesel,Private+trip to office,Opened collective parking,Paris area,636.2
90108246.101c,38.0,M,Married,50.0,Half-yearly,Private employee,8.0,Cheaper,P10,Regular,Private+trip to office,Closed zbox,Center,142.0
90101336.10a,43.0,M,Cohabiting,80.0,Half-yearly,Public employee,14.0,Cheap,P12,Regular,Private+trip to office,Closed zbox,Paris area,342.6
90167741.100a,77.0,M,null,50.0,Annual,null,4.0,Expensive,P16,Diesel,Private+trip to office,Closed collective parking,Headquarters,752.0
90138524.100a,47.0,F,null,50.0,Half-yearly,null,14.0,Cheapest,P8,Regular,Private+trip to office,Opened collective parking,Paris area,148.9
90135214.100c,22.0,M,null,85.0,Half-yearly,null,12.0,Medium low,P14,Diesel,Private+trip to office,Opened collective parking,Headquarters,585.3
70203013.101b,37.0,M,Cohabiting,60.0,Annual,Public employee,12.0,Cheaper,P11,Diesel,Private+trip to office,Street,Paris area,224.3
90167788.101b,51.0,M,null,50.0,Half-yearly,null,10.0,Expensive,P15,Regular,Private+trip to office,Closed zbox,Headquarters,553.2
90152161.100a,43.0,M,null,59.0,Annual,null,3.0,Cheaper,P9,Regular,Private+trip to office,Closed zbox,Center,297.3
10100140.103a,30.0,F,Single,64.0,Annual,Other,7.0,Cheapest,P9,Regular,Private+trip to office,Closed zbox,Headquarters,333.6
90119084.101a,30.0,M,Cohabiting,90.0,Annual,Craftsman,9.0,Cheapest,P10,Diesel,Private+trip to office,Closed collective parking,Headquarters,451.1
90181602.100b,32.0,M,null,63.0,Half-yearly,null,0.0,Cheap,P12,Regular,Private+trip to office,Closed zbox,Headquarters,549.5
90133402.100a,39.0,F,null,60.0,Half-yearly,null,7.0,Cheapest,P9,Regular,Private+trip to office,Opened collective parking,Center,217.7
90185828.101a,34.0,F,null,52.0,Annual,null,10.0,Medium low,P13,Diesel,Private+trip to office,Street,Paris area,266.9
90156491.101a,41.0,M,null,50.0,Annual,null,10.0,Cheapest,P9,Regular,Private+trip to office,Closed collective parking,South West,174.8
90121951.101b,50.0,M,Married,50.0,Annual,Private employee,7.0,Cheaper,P12,Regular,Private+trip to office,Closed zbox,Center,191.7
90117647.101a,54.0,M,Cohabiting,50.0,Half-yearly,Private employee,3.0,Most expensive,P16,Regular,Private+trip to office,Closed zbox,Center,1051.0
90162898.100a,51.0,F,null,50.0,Annual,null,11.0,Cheapest,P8,Regular,Private+trip to office,Closed zbox,Center,183.2
90171093.100a,26.0,M,null,90.0,Half-yearly,null,10.0,Cheaper,P12,Regular,Private+trip to office,Closed zbox,Center,653.4
90146708.102b,41.0,M,null,50.0,Quarterly,null,10.0,Medium low,P14,Diesel,Private+trip to office,Closed collective parking,Center,433.3
90158529.100a,29.0,F,null,68.0,Half-yearly,null,5.0,Cheaper,P11,Regular,Private+trip to office,Street,Headquarters,403.4
70100184.10c,33.0,M,Married,54.0,Half-yearly,Private employee,5.0,Cheap,P12,Diesel,Private+trip to office,Closed zbox,Center,369.6
90140640.100a,37.0,M,null,56.00000000000001,Half-yearly,null,14.0,Cheapest,P10,Regular,Private+trip to office,Opened collective parking,Center,193.6
90168547.100a,45.0,F,null,50.0,Annual,null,2.0,Cheapest,P9,Regular,Private+trip to office,Closed zbox,Headquarters,288.5
90126015.102b,32.0,F,Married,64.0,Half-yearly,Private employee,9.0,Cheapest,P10,Diesel,Private+trip to office,Closed collective parking,Center,221.2
90173872.100b,26.0,M,null,68.0,Half-yearly,null,0.0,Cheap,P12,Regular,Private+trip to office,Closed collective parking,Center,570.9
90169055.100a,29.0,M,null,68.0,Annual,null,5.0,Expensive,P16,Regular,Private+trip to office,Closed zbox,Paris area,1746.6
40200095.103a,43.0,M,Married,50.0,Half-yearly,Private employee,4.0,Cheaper,P11,Regular,Private+trip to office,Street,Paris area,403.5
70200392.101a,48.0,M,Cohabiting,50.0,Half-yearly,Public employee,2.0,Medium high,P16,Diesel,Private+trip to office,Closed zbox,Center,636.6
90117658.101a,26.0,M,Cohabiting,90.0,Half-yearly,Private employee,9.0,Cheapest,P9,Regular,Private+trip to office,Closed collective parking,Center,416.1
90162866.100a,26.0,M,null,80.0,Annual,null,9.0,Cheaper,P11,Regular,Private+trip to office,Closed zbox,Center,406.6
90154997.100a,44.0,M,null,50.0,Annual,null,14.0,Cheapest,P11,Regular,Private+trip to office,Closed zbox,Headquarters,156.5
90109585.101a,31.0,M,Cohabiting,100.0,Half-yearly,Public employee,14.0,Cheap,P13,Diesel,Private+trip to office,Closed zbox,Paris area,590.5
90161586.100b,50.0,M,null,54.0,Annual,null,14.0,Cheapest,P10,Regular,Private+trip to office,Street,Paris area,172.0
90157709.100a,33.0,M,null,60.0,Half-yearly,null,0.0,Cheapest,P9,Regular,Private+trip to office,Closed zbox,Center,276.9
90155668.100b,43.0,M,null,50.0,Half-yearly,null,7.0,Cheaper,P10,Regular,Private+trip to office,Street,Center,229.1
90194771.101b,40.0,F,null,60.0,Half-yearly,null,14.0,Cheapest,P8,Regular,Private+trip to office,Street,Headquarters,198.5
90133368.101c,36.0,M,null,76.0,Half-yearly,null,6.0,Medium low,P13,Diesel,Private+trip to office,Closed zbox,Center,768.0
90170099.100a,35.0,F,null,80.0,Annual,null,6.0,Cheap,P10,Diesel,Private+trip to office,Closed zbox,Center,392.7
90194811.100a,27.0,M,null,68.0,Half-yearly,null,5.0,Cheapest,P10,Diesel,Private+trip to office,Closed zbox,South West,428.6
90177761.100a,24.0,F,null,112.0,Annual,null,7.0,Cheapest,P10,Diesel,Private+trip to office,Opened collective parking,South West,654.8
90167720.100c,33.0,M,null,64.0,Quarterly,null,8.0,Cheap,P13,Regular,Private+trip to office,Closed collective parking,South West,455.6
90108289.100a,48.0,M,Cohabiting,50.0,Annual,Private employee,7.0,Medium low,P13,Diesel,Private+trip to office,Street,Center,380.6
90139544.100a,66.0,M,null,50.0,Half-yearly,null,2.0,Cheap,P12,Diesel,Private+trip to office,Closed collective parking,Center,459.0
90110876.10Aa,49.0,M,Married,50.0,Annual,Private employee,8.0,Most expensive,P16,Regular,Private+trip to office,Closed zbox,Center,613.5
90155397.100c,27.0,M,null,64.0,Half-yearly,null,2.0,Cheap,P12,Diesel,Private+trip to office,Opened collective parking,South West,687.2
90132840.100a,68.0,M,null,50.0,Annual,null,2.0,Medium,P13,Diesel,Private+trip to office,Closed zbox,Center,561.5
90169999.101a,41.0,F,null,54.0,Annual,null,17.0,Cheapest,P8,Regular,Private+trip to office,Closed zbox,Headquarters,167.1
90128593.100a,42.0,M,Cohabiting,50.0,Monthly,Private employee,3.0,Cheapest,P10,Diesel,Private+trip to office,Street,Center,359.8
90134248.100a,50.0,F,null,50.0,Annual,null,8.0,Cheapest,P11,Diesel,Private+trip to office,Closed zbox,Center,283.2
