PolicyId,AgeConducteur,SexeConducteur,StatutMatrimonial,BonusMalus,FrequencePaiement,CodeProfession,AgeVehicule,ClasseVehicule,PuissanceVehicule,CarburantVehicule,UsageVehicule,Garage,Region,PrimeCommerciale
50100022.101a,44.0,M,Cohabiting,134.0,Annual,Craftsman,15.0,Affordable cars,P13,Diesel,Private+trip to office,Closed zbox,Center,252.5455089483553
90134681.100c,35.0,F,null,60.00000000000001,Annual,null,14.0,Cheapest,P9,Regular,Private+trip to office,Street,Center,444.7981612644574
90135330.100b,30.0,M,null,69.0,Annual,null,17.0,Cheapest,P9,Regular,Private+trip to office,Street,Center,223.47434753891983
90147944.101a,27.0,M,null,101.0,Half-yearly,null,40.0,Cheapest,P10,Regular,Private+trip to office,Closed zbox,Paris area,340.04821037052994
90144751.100b,43.0,F,null,145.0,Annual,null,13.0,Cheapest,P10,Regular,Private+trip to office,Opened collective parking,South West,388.6396593044223
90168623.100b,18.0,M,null,95.0,Annual,null,29.0,Cheap,P13,Regular,Private+trip to office,Closed zbox,Headquarters,735.0239150053485
90170433.100a,19.0,F,null,86.0,Half-yearly,null,21.0,Affordable cars,P15,Diesel,Private+trip to office,Closed zbox,Center,991.2135944567536
90104464.101b,45.0,M,Married,126.0,Half-yearly,Private employee,17.0,Cheaper,P11,Regular,Private+trip to office,Closed zbox,Center,318.7180987511964
90140607.100a,35.0,M,null,55.0,Half-yearly,null,9.0,Affordable cars,P16,Diesel,Private+trip to office,Closed collective parking,Center,667.3729925297401
90161136.100a,33.0,F,null,100.0,Half-yearly,null,18.0,Cheapest,P8,Regular,Private+trip to office,Closed zbox,Center,344.2955008089509
90105309.101b,22.0,M,Cohabiting,90.0,Half-yearly,Private employee,15.0,Cheap,P11,Regular,Private+trip to office,Closed zbox,Paris area,696.9319399117035
90170990.100b,53.0,F,null,159.0,Half-yearly,null,21.0,Cheapest,P8,Regular,Private+trip to office,Opened collective parking,Center,434.3145492959824
90168286.100a,38.0,F,null,73.0,Half-yearly,null,11.0,Cheaper,P12,Diesel,Private+trip to office,Closed collective parking,South West,736.6533652799936
90104142.10b,20.0,M,Single,91.0,Half-yearly,Craftsman,27.0,Affordable cars,P14,Regular,Private+trip to office,Street,Center,574.4424800552963
90179678.100b,46.0,F,null,139.0,Annual,null,20.0,Cheaper,P10,Diesel,Private+trip to office,Closed zbox,Headquarters,388.7010193385145
90152326.100a,27.0,F,null,69.0,Half-yearly,null,13.0,Cheaper,P9,Regular,Private+trip to office,Street,Center,385.5836475662754
90171404.100a,43.0,M,null,132.0,Half-yearly,null,14.0,Cheap,P11,Diesel,Private+trip to office,Closed zbox,Center,771.7303640848609
90183875.100d,19.0,M,null,90.0,Half-yearly,null,38.0,Cheaper,P11,Diesel,Private+trip to office,Closed collective parking,Paris area,619.3139690704759
90126734.100c,43.0,M,Cohabiting,137.0,Monthly,Private employee,18.0,Cheap,P11,Diesel,Private+trip to office,Closed collective parking,Center,374.72269753745775
1005660.100a,21.0,F,Single,55.0,Annual,Private employee,11.0,Cheaper,P11,Diesel,Private+trip to office,Closed zbox,Headquarters,469.97393176388897
90107930.10b,33.0,M,Married,85.0,Half-yearly,Public employee,16.0,Cheaper,P11,Regular,Private+trip to office,Closed zbox,Center,261.6307067294058
90153169.100b,18.0,M,null,122.0,Annual,null,36.0,Cheapest,P10,Diesel,Private+trip to office,Closed zbox,Center,560.0192206635209
90153679.102c,26.0,M,null,90.0,Half-yearly,null,32.0,Affordable cars,P12,Regular,Private+trip to office,Closed collective parking,Headquarters,437.2859765032611
90109436.102d,30.0,M,Married,59.0,Half-yearly,Public employee,22.0,Cheap,P11,Diesel,Private+trip to office,Closed zbox,Center,433.19801815560425
90178491.100a,26.0,M,null,55.0,Half-yearly,null,8.0,Cheap,P11,Diesel,Private+trip to office,Closed collective parking,South West,616.6429562423932
90146487.101a,39.0,M,null,141.0,Half-yearly,null,11.0,Cheap,P12,Diesel,Private+trip to office,Closed collective parking,Center,510.3980722969766
90146780.100a,56.0,F,null,115.0,Annual,null,22.0,Cheapest,P10,Diesel,Private+trip to office,Closed zbox,Center,559.5803869605126
90187760.100a,21.0,M,null,125.0,Monthly,null,36.0,Cheaper,P10,Regular,Private+trip to office,Opened collective parking,South West,669.698431565172
90153791.100a,18.0,M,null,106.0,Half-yearly,null,42.0,Cheapest,P9,Regular,Private+trip to office,Street,Center,583.9087455608864
90157599.100a,37.0,M,null,55.0,Half-yearly,null,5.0,Cheaper,P10,Regular,Private+trip to office,Closed zbox,Center,453.33778353536206
90163234.101b,40.0,F,null,55.0,Annual,null,16.0,Cheap,P11,Diesel,Private+trip to office,Opened collective parking,South West,454.0007360859946
90147439.100a,27.0,M,null,77.0,Half-yearly,null,10.0,Cheap,P12,Diesel,Private+trip to office,Closed zbox,Center,611.5560855267573
90161368.100d,18.0,F,null,90.0,Half-yearly,null,39.0,Cheapest,P9,Regular,Private+trip to office,Closed zbox,Center,531.7597516904269
90110968.101c,29.0,M,Cohabiting,77.0,Half-yearly,Private employee,11.0,Cheapest,P10,Diesel,Private+trip to office,Closed zbox,Center,466.2762869060854
90110658.101a,26.0,M,Single,90.0,Half-yearly,Private employee,19.0,Affordable cars,P11,Diesel,Private+trip to office,Street,Center,459.2505889653066
90190439.100a,19.0,M,null,107.0,Half-yearly,null,49.0,Affordable cars,P12,Diesel,Private+trip to office,Closed collective parking,Paris area,627.732338332757
90131439.101b,42.0,M,null,136.0,Half-yearly,null,19.0,Cheaper,P10,Diesel,Private+trip to office,Opened collective parking,Center,426.1797682290576
90128587.101a,27.0,F,Cohabiting,69.0,Annual,Private employee,19.0,Cheapest,P10,Diesel,Private+trip to office,Street,Center,325.0199936932293
90152215.100a,20.0,M,null,65.0,Annual,null,16.0,Cheapest,P10,Regular,Private+trip to office,Street,Center,249.88290231894985
90100201.10a,24.0,M,Cohabiting,85.0,Annual,Private employee,21.0,Cheapest,P10,Regular,Private+trip to office,Opened collective parking,Center,571.7448951042533
90113354.101c,32.0,F,Cohabiting,55.0,Annual,Private employee,15.0,Cheaper,P9,Regular,Private+trip to office,Closed zbox,Center,231.24047256291104
90108925.100a,40.0,F,Married,125.0,Annual,Craftsman,11.0,Cheap,P12,Diesel,Private+trip to office,Closed zbox,Center,605.9249297443062
90149563.100a,20.0,M,null,109.0,Half-yearly,null,33.0,Cheaper,P11,Diesel,Private+trip to office,Closed zbox,Center,836.9388545292414
90104979.102b,18.0,M,Single,105.0,Half-yearly,Private employee,37.0,Cheaper,P11,Regular,Private+trip to office,Closed collective parking,Headquarters,729.201667309927
90156040.100a,27.0,M,null,55.0,Half-yearly,null,6.0,Affordable cars,P15,Regular,Private+trip to office,Closed zbox,South West,696.8736256424514
90129770.101a,31.0,M,Cohabiting,72.0,Half-yearly,Craftsman,10.0,Expensive,P15,Regular,Private+trip to office,Closed zbox,Paris area,775.1771052066938
90110472.100a,34.0,M,Married,55.0,Half-yearly,Public employee,14.0,Cheap,P12,Regular,Private+trip to office,Closed zbox,Center,672.3144910412454
90152911.100a,42.0,M,null,135.0,Annual,null,10.0,Cheap,P13,Regular,Private+trip to office,Closed collective parking,Headquarters,587.8630605847947
90116549.101a,18.0,F,Cohabiting,93.0,Half-yearly,Private employee,41.0,Cheapest,P8,Regular,Private+trip to office,Opened collective parking,Center,322.9811587718426
90165232.101c,21.0,M,null,108.0,Half-yearly,null,31.0,Cheaper,P10,Regular,Professional,Opened collective parking,Center,544.9420644686384
90171934.100a,34.0,F,null,154.0,Half-yearly,null,11.0,Cheapest,P8,Regular,Private+trip to office,Opened collective parking,South West,682.4182377506941
90187021.100c,41.0,M,null,129.0,Half-yearly,null,6.0,Cheapest,P10,Regular,Private+trip to office,Opened collective parking,Headquarters,788.286776305399
90105399.101b,38.0,F,Cohabiting,55.0,Annual,Public employee,12.0,Affordable cars,P13,Diesel,Private+trip to office,Closed zbox,Center,393.7421100405816
90126362.101a,35.0,F,Married,55.0,Half-yearly,Private employee,8.0,Affordable cars,P15,Regular,Private+trip to office,Closed zbox,Center,660.2070291703421
90146055.100a,68.0,M,null,111.0,Annual,null,21.0,Cheaper,P10,Regular,Private+trip to office,Closed zbox,Center,436.4517433458467
90152878.100a,31.0,F,null,61.99999999999999,Half-yearly,null,7.0,Cheapest,P9,Regular,Private+trip to office,Closed collective parking,South West,348.9973997145095
40100286.101a,21.0,M,Widowed,91.0,Monthly,Private employee,35.0,Cheapest,P10,Diesel,Private+trip to office,Closed zbox,Paris area,857.3143672142922
90185930.101a,46.0,M,null,126.0,Annual,null,21.0,Cheap,P12,Regular,Private+trip to office,Closed zbox,Paris area,643.973415194941
90104438.101b,27.0,M,Married,56.0,Half-yearly,Private employee,12.0,Cheaper,P11,Diesel,Private+trip to office,Closed zbox,Center,472.54247025863725
90126291.101b,18.0,F,Cohabiting,56.0,Annual,Public employee,15.0,Cheapest,P8,Regular,Private+trip to office,Closed zbox,Center,275.3966505615847
90180919.100a,64.0,M,null,128.0,Annual,null,31.0,Cheapest,P9,Regular,Private+trip to office,Closed collective parking,Headquarters,285.7842085500894
90156334.101a,18.0,M,null,96.0,Annual,null,47.0,Cheap,P12,Diesel,Private+trip to office,Closed collective parking,Center,428.5879607103559
20200408.101a,23.0,M,Married,124.0,Monthly,Private employee,42.0,Cheaper,P10,Regular,Private+trip to office,Closed zbox,Paris area,995.2078522292744
90161249.100a,45.0,M,null,124.0,Half-yearly,null,13.0,Cheaper,P12,Regular,Private+trip to office,Closed zbox,Center,544.1549392392026
90105270.102a,47.0,M,Cohabiting,122.0,Annual,Private employee,9.0,Cheapest,P8,Regular,Private+trip to office,Closed zbox,Paris area,372.24866696231175
90134032.101b,57.0,M,null,130.0,Half-yearly,null,22.0,Cheapest,P9,Regular,Private+trip to office,Closed zbox,Center,382.38176886555385
90133771.100b,18.0,F,null,107.0,Monthly,null,48.0,Cheaper,P10,Regular,Private+trip to office,Street,Center,509.7799000913028
90185970.100c,22.0,M,null,65.0,Annual,null,7.0,Cheaper,P12,Regular,Private+trip to office,Closed collective parking,Paris area,766.7296724878503
90154868.100a,18.0,M,null,99.0,Half-yearly,null,40.0,Cheapest,P10,Diesel,Private+trip to office,Closed zbox,Center,570.7435176131406
90172525.100a,29.0,M,null,73.0,Annual,null,10.0,Cheapest,P10,Regular,Private+trip to office,Street,South West,632.4496552013794
90158991.100a,32.0,M,null,55.0,Annual,null,12.0,Affordable cars,P14,Regular,Private+trip to office,Closed zbox,Headquarters,437.6259490591864
90103995.101a,38.0,F,Cohabiting,73.0,Annual,Private employee,13.0,Cheapest,P8,Regular,Private+trip to office,Street,Center,329.27976902405817
90129378.100b,18.0,F,Cohabiting,140.0,Monthly,Other,46.0,Cheaper,P10,Diesel,Private+trip to office,Closed zbox,Center,651.8488459856284
90167728.100a,34.0,F,null,81.0,Monthly,null,17.0,Cheapest,P9,Regular,Private+trip to office,Closed zbox,South West,357.58647388590214
90152307.100b,31.0,M,null,125.0,Half-yearly,null,7.0,Cheaper,P11,Diesel,Private+trip to office,Closed collective parking,Center,438.9166001391777
90113939.101b,31.0,F,Married,65.0,Half-yearly,Private employee,5.0,Cheap,P13,Regular,Private+trip to office,Closed zbox,Paris area,690.6972037744656
90106147.101b,24.0,M,Married,55.0,Half-yearly,Private employee,8.0,Affordable cars,P14,Diesel,Private+trip to office,Closed zbox,Headquarters,594.0653195359214
90135360.100a,37.0,M,null,55.0,Half-yearly,null,10.0,Luxury cars,P16,Diesel,Private+trip to office,Closed zbox,Center,812.6430431327309
90194380.100a,18.0,M,null,114.0,Monthly,null,30.0,Cheaper,P11,Diesel,Private+trip to office,Opened collective parking,Paris area,1531.0106816289046
90190844.100a,22.0,M,null,69.0,Annual,null,11.0,Cheapest,P9,Diesel,Private+trip to office,Opened collective parking,Headquarters,440.1278109696647
90127795.102a,32.0,M,Cohabiting,133.0,Half-yearly,Private employee,11.0,Cheapest,P10,Diesel,Private+trip to office,Closed zbox,Center,379.4102603753774
90154655.101a,20.0,M,null,95.0,Monthly,null,27.0,Cheaper,P10,Diesel,Private+trip to office,Opened collective parking,Headquarters,632.0244253970708
90127268.101d,30.0,M,Married,100.0,Half-yearly,Private employee,18.0,Cheaper,P12,Regular,Private+trip to office,Closed zbox,Center,463.78860071978494
90111606.101c,18.0,M,Cohabiting,90.0,Annual,Craftsman,30.0,Cheap,P12,Diesel,Private+trip to office,Closed zbox,Center,778.5765572232409
90148209.100a,39.0,M,null,55.0,Annual,null,6.0,Cheaper,P11,Regular,Private+trip to office,Closed zbox,Center,499.292449958723
90186208.100a,44.0,M,null,126.0,Annual,null,23.0,Cheap,P12,Regular,Private+trip to office,Closed zbox,Headquarters,471.4303590094091
90106072.100a,18.0,M,Cohabiting,120.0,Half-yearly,Private employee,40.0,Cheaper,P11,Diesel,Private+trip to office,Closed collective parking,Paris area,675.9581837577252
90188080.100a,18.0,M,null,108.0,Annual,null,35.0,Cheapest,P10,Diesel,Private+trip to office,Closed zbox,South West,561.0526894404109
90119062.101a,20.0,F,Cohabiting,73.0,Monthly,Farmer,6.0,Cheapest,P9,Regular,Private+trip to office,Street,Center,599.482105912237
90146182.100a,62.0,M,null,137.0,Annual,null,26.0,Affordable cars,P13,Regular,Private+trip to office,Closed zbox,Headquarters,465.2728824544639
90103503.10c,23.0,F,Cohabiting,73.0,Half-yearly,Retiree,6.0,Affordable cars,P13,Diesel,Private+trip to office,Closed zbox,Center,940.8014399537336
90111685.101b,45.0,M,Married,145.0,Annual,Private employee,12.0,Cheaper,P11,Regular,Private+trip to office,Opened collective parking,Headquarters,895.7278610675079
90127150.101a,18.0,F,Cohabiting,116.0,Annual,Retiree,37.0,Cheapest,P9,Regular,Private+trip to office,Closed zbox,Center,321.71314906296584
90185200.100a,32.0,M,null,55.0,Half-yearly,null,13.0,Affordable cars,P13,Diesel,Private+trip to office,Closed zbox,Center,471.7126209762028
90148934.100a,18.0,M,null,97.0,Half-yearly,null,43.0,Cheap,P13,Diesel,Private+trip to office,Closed zbox,South West,848.8528294868534
90168874.101c,51.0,M,null,126.0,Monthly,null,18.0,Luxury cars,P16,Regular,Private+trip to office,Closed zbox,Headquarters,1456.9288806220136
90132623.100a,25.0,F,null,81.0,Annual,null,37.0,Cheaper,P9,Diesel,Private+trip to office,Street,Center,434.3885048317191
90151309.100b,29.0,M,null,56.0,Half-yearly,null,11.0,Cheaper,P13,Regular,Private+trip to office,Closed zbox,Center,362.57073484165466
90150449.100c,27.0,F,null,90.0,Half-yearly,null,15.0,Cheapest,P10,Regular,Private+trip to office,Street,Center,466.3795778654024
90176406.100b,26.0,M,null,55.0,Half-yearly,null,6.0,Affordable cars,P15,Diesel,Professional run,Closed zbox,Center,948.2178069697376
90149173.100a,29.0,M,null,69.0,Half-yearly,null,12.0,Cheap,P13,Diesel,Private+trip to office,Closed zbox,Center,719.786510613803
90132027.101a,28.0,F,null,55.0,Half-yearly,null,7.0,Cheap,P11,Diesel,Private+trip to office,Closed collective parking,Center,695.6525450823885
90153277.100b,18.0,F,null,92.0,Annual,null,48.0,Cheapest,P7,Regular,Private+trip to office,Closed zbox,Center,561.0365536651161
90151900.100b,55.0,M,null,123.0,Monthly,null,17.0,Cheap,P14,Regular,Private+trip to office,Closed collective parking,South West,666.995231159806
90165958.100a,31.0,M,null,59.0,Annual,null,30.0,Cheapest,P5,Regular,Private+trip to office,Street,South West,297.3746609510546
90123563.100a,28.0,F,Cohabiting,55.0,Annual,Retiree,5.0,Cheaper,P11,Regular,Private+trip to office,Closed zbox,Paris area,486.4060908367552
90167791.100a,18.0,F,null,95.0,Monthly,null,38.0,Cheapest,P9,Regular,Private+trip to office,Closed zbox,South West,644.0914713505532
90130069.101a,35.0,F,Married,55.0,Annual,Public employee,18.0,Cheap,P11,Regular,Private+trip to office,Closed zbox,Center,310.5881669330232
20200604.10a,27.0,M,Married,55.0,Monthly,Private employee,13.0,Luxury cars,P16,Regular,Private+trip to office,Closed zbox,Paris area,834.8378004047445
90157132.100a,23.0,F,null,55.0,Half-yearly,null,8.0,Cheap,P12,Diesel,Private+trip to office,Closed zbox,Headquarters,693.5139380264242
90135352.101a,18.0,F,null,95.0,Monthly,null,20.0,Cheapest,P7,Regular,Private+trip to office,Street,Center,432.11255613832486
90126012.101a,52.0,M,Cohabiting,121.0,Annual,Craftsman,23.0,Cheaper,P12,Diesel,Private+trip to office,Closed zbox,Center,323.1864065005341
90132790.101a,44.0,M,null,115.0,Half-yearly,null,15.0,Cheapest,P9,Regular,Private+trip to office,Closed zbox,Center,316.8683721565106
90148524.102a,51.0,M,null,123.0,Half-yearly,null,20.0,Cheaper,P12,Regular,Private+trip to office,Opened collective parking,Paris area,405.651374808849
90169892.100a,32.0,M,null,55.0,Annual,null,19.0,Cheapest,P9,Regular,Private+trip to office,Closed zbox,Headquarters,250.1555141378965
90188046.100a,18.0,F,null,118.0,Monthly,null,28.0,Cheaper,P9,Regular,Private+trip to office,Opened collective parking,South West,1110.439178572576
90131540.100a,31.0,M,null,90.0,Annual,null,13.0,Cheaper,P12,Regular,Private+trip to office,Closed zbox,Paris area,685.6353960293446
90193154.100b,18.0,M,null,120.0,Half-yearly,null,26.0,Affordable cars,P15,Diesel,Private+trip to office,Closed collective parking,Headquarters,1292.3949985802403
90189284.100b,18.0,M,null,122.0,Half-yearly,null,34.0,Cheaper,P10,Diesel,Private+trip to office,Closed collective parking,Center,427.22122712452216
90103997.101c,45.0,M,Cohabiting,133.0,Annual,Public employee,31.0,Cheapest,P8,Regular,Private+trip to office,Closed zbox,Center,445.0277676885434
90159636.100b,23.0,F,null,55.0,Half-yearly,null,7.0,Cheaper,P10,Diesel,Private+trip to office,Closed collective parking,Center,508.9887525093209
90179650.100a,21.0,F,null,79.0,Annual,null,37.0,Affordable cars,P11,Regular,Private+trip to office,Closed zbox,Headquarters,609.1542467191952
90175914.100a,26.0,M,null,62.99999999999999,Annual,null,12.0,Affordable cars,P13,Regular,Private+trip to office,Opened collective parking,Center,768.6637026077135
90132388.101b,26.0,M,null,61.99999999999999,Half-yearly,null,16.0,Cheapest,P7,Regular,Private+trip to office,Closed collective parking,Center,243.7129191867214
90103664.10a,29.0,M,Cohabiting,61.99999999999999,Annual,Private employee,17.0,Cheaper,P11,Regular,Private+trip to office,Closed collective parking,Center,353.1927503568776
90116969.100a,28.0,F,Married,55.0,Annual,Private employee,18.0,Cheapest,P8,Regular,Private+trip to office,Closed zbox,Center,299.96946186666827
90157311.100c,54.0,M,null,120.0,Half-yearly,null,19.0,Cheapest,P10,Regular,Private+trip to office,Closed zbox,Center,689.3193203755119
40200099.101a,39.0,M,Single,55.0,Half-yearly,Private employee,14.0,Cheapest,P10,Diesel,Private+trip to office,Closed zbox,Paris area,426.9347997755074
90179984.100a,28.0,M,null,59.0,Half-yearly,null,11.0,Cheaper,P12,Diesel,Private+trip to office,Closed zbox,Center,575.3202215449679
80200751.102a,41.0,F,Cohabiting,126.0,Half-yearly,Public employee,17.0,Cheapest,P10,Regular,Private+trip to office,Opened collective parking,Center,285.55148254947403
90156347.100a,18.0,F,null,123.0,Half-yearly,null,36.0,Cheapest,P10,Regular,Private+trip to office,Opened collective parking,Center,642.4840442699875
90161093.100a,28.0,M,null,61.00000000000001,Annual,null,10.0,Cheap,P12,Diesel,Private+trip to office,Closed zbox,Center,502.79477498512097
40200046.101a,42.0,M,Married,132.0,Annual,Private employee,19.0,Cheaper,P9,Regular,Private+trip to office,Closed zbox,Paris area,222.946599684861
1005152.100a,22.0,M,Cohabiting,104.0,Half-yearly,Private employee,33.0,Cheapest,P10,Diesel,Private+trip to office,Closed zbox,Headquarters,655.4442361194656
90154272.100a,27.0,M,null,111.0,Half-yearly,null,11.0,Cheaper,P12,Diesel,Private+trip to office,Opened collective parking,Center,932.0482395931978
90152464.100b,37.0,M,null,125.0,Monthly,null,13.0,Cheap,P12,Diesel,Private+trip to office,Closed zbox,Paris area,353.6638461366896
70203212.101a,19.0,M,Cohabiting,94.0,Monthly,Public employee,34.0,Cheaper,P11,Diesel,Private+trip to office,Closed collective parking,Paris area,592.4671790125303
90141130.100a,41.0,M,null,129.0,Half-yearly,null,17.0,Cheap,P11,Diesel,Private+trip to office,Closed zbox,Center,416.7730979119689
90134542.100c,38.0,M,null,131.0,Annual,null,11.0,Affordable cars,P13,Diesel,Private+trip to office,Closed zbox,Paris area,333.896459836435
90131444.102a,41.0,M,null,140.0,Half-yearly,null,21.0,Cheapest,P5,Regular,Private+trip to office,Opened collective parking,Center,299.47686403423097
90187136.101a,18.0,M,null,136.0,Monthly,null,34.0,Cheapest,P8,Regular,Private+trip to office,Street,Center,567.1357596224087
90133144.100b,18.0,F,null,116.0,Annual,null,37.0,Cheapest,P8,Regular,Private+trip to office,Street,Paris area,358.351327293166
80100016.101b,22.0,M,Cohabiting,69.0,Half-yearly,Private employee,11.0,Expensive,P13,Diesel,Private+trip to office,Closed zbox,Center,726.2034152339595
90164976.100a,22.0,M,null,76.0,Half-yearly,null,18.0,Cheap,P11,Diesel,Private+trip to office,Opened collective parking,Headquarters,945.8658036624092
90175983.100c,23.0,M,null,60.00000000000001,Annual,null,6.0,Cheaper,P9,Regular,Private+trip to office,Closed zbox,Center,365.2914404495221
90105389.100b,25.0,F,Cohabiting,61.99999999999999,Annual,Private employee,9.0,Cheaper,P12,Diesel,Private+trip to office,Closed zbox,Center,510.8131757372097
90120165.101b,18.0,M,Single,106.0,Half-yearly,Other,33.0,Cheapest,P9,Regular,Private+trip to office,Street,Center,426.9345355503736
90186040.100b,24.0,M,null,55.0,Half-yearly,null,16.0,Cheaper,P11,Regular,Private+trip to office,Opened collective parking,Paris area,491.3133843988371
90122250.101b,26.0,M,Married,55.0,Annual,Private employee,5.0,Affordable cars,P15,Diesel,Private+trip to office,Closed zbox,Center,662.0772428245142
90118450.101a,44.0,F,Single,131.0,Half-yearly,Other,12.0,Expensive,P15,Diesel,Private+trip to office,Closed zbox,Center,647.1931743172449
90166477.100b,25.0,F,null,78.0,Half-yearly,null,33.0,Cheapest,P9,Regular,Private+trip to office,Opened collective parking,Headquarters,481.6216028880826
1009295.100b,32.0,M,Cohabiting,81.0,Monthly,Private employee,6.0,Affordable cars,P14,Diesel,Private+trip to office,Closed zbox,Headquarters,1336.7060621721164
90161043.100a,23.0,F,null,61.99999999999999,Annual,null,13.0,Cheap,P11,Regular,Private+trip to office,Street,Center,534.2468447909711
90156863.100b,22.0,F,null,128.0,Half-yearly,null,41.0,Cheapest,P10,Regular,Private+trip to office,Closed zbox,Center,565.2158348515882
90111529.101a,29.0,M,Married,77.0,Half-yearly,Public employee,12.0,Cheaper,P11,Diesel,Private+trip to office,Opened collective parking,Center,635.0985361258317
90141297.100b,29.0,M,null,56.0,Half-yearly,null,7.0,Cheaper,P10,Regular,Private+trip to office,Opened collective parking,Paris area,517.7286880855498
80200056.101a,29.0,M,Cohabiting,100.0,Monthly,Retiree,23.0,Affordable cars,P11,Diesel,Private+trip to office,Street,Center,519.726598755188
90104669.101a,37.0,M,Cohabiting,120.0,Monthly,Private employee,12.0,Cheap,P13,Regular,Private+trip to office,Opened collective parking,Paris area,608.2850769574522
90102836.101c,50.0,M,Cohabiting,129.0,Half-yearly,Retiree,17.0,Cheap,P11,Diesel,Private+trip to office,Closed zbox,Center,334.0030163295921
90154316.100a,28.0,M,null,55.0,Half-yearly,null,14.0,Affordable cars,P11,Diesel,Private+trip to office,Closed collective parking,Center,259.67148803010747
90178934.101a,50.0,M,null,117.0,Annual,null,29.0,Affordable cars,P11,Diesel,Professional,Closed zbox,Headquarters,343.2430624092436
90145859.100b,18.0,M,null,119.0,Half-yearly,null,42.0,Cheaper,P10,Regular,Private+trip to office,Street,South West,803.756767267376
90110437.101a,66.0,M,Cohabiting,124.0,Annual,Private employee,24.0,Cheapest,P10,Regular,Private+trip to office,Closed zbox,Center,350.05103678583464
90105512.101a,39.0,M,Cohabiting,129.0,Annual,Private employee,14.0,Affordable cars,P13,Diesel,Private+trip to office,Street,Center,678.4138147693993
90111187.100a,18.0,F,Cohabiting,99.0,Half-yearly,Public employee,29.0,Cheapest,P10,Regular,Private+trip to office,Closed zbox,Center,885.390592972076
90133420.101c,18.0,M,null,115.0,Half-yearly,null,39.0,Cheapest,P10,Diesel,Private+trip to office,Opened collective parking,Center,843.7211712470197
90109695.101a,31.0,F,Married,85.0,Half-yearly,Private employee,16.0,Cheapest,P8,Regular,Private+trip to office,Closed zbox,Center,367.6660818755565
90105411.10c,24.0,M,Cohabiting,65.0,Monthly,Public employee,16.0,Cheapest,P8,Regular,Private+trip to office,Street,Center,229.33953104704133
90132844.101a,34.0,M,null,55.0,Half-yearly,null,9.0,Cheaper,P12,Diesel,Private+trip to office,Closed collective parking,Center,352.6775782107594
90158346.101c,41.0,M,null,134.0,Annual,null,21.0,Cheapest,P10,Diesel,Private+trip to office,Opened collective parking,Headquarters,664.1924666949982
90153631.101a,46.0,M,null,111.0,Annual,null,6.0,Affordable cars,P13,Regular,Private+trip to office,Closed zbox,Center,558.1808779801598
90182383.100b,18.0,F,null,109.0,Annual,null,32.0,Cheapest,P8,Regular,Private+trip to office,Street,Headquarters,658.6458614328792
90119192.101a,24.0,F,Cohabiting,62.99999999999999,Monthly,Retiree,13.0,Affordable cars,P14,Regular,Private+trip to office,Closed zbox,Center,620.4400321640751
90158786.100a,18.0,M,null,136.0,Half-yearly,null,33.0,Cheaper,P12,Regular,Private+trip to office,Street,Center,826.1103283770184
90152318.100b,30.0,M,null,65.0,Annual,null,19.0,Cheaper,P9,Diesel,Private+trip to office,Opened collective parking,Center,220.09993936250845
90163372.101a,24.0,M,null,61.99999999999999,Half-yearly,null,17.0,Cheap,P12,Regular,Private+trip to office,Closed zbox,Paris area,418.0825472086635
90152463.100a,37.0,F,null,126.0,Half-yearly,null,6.0,Cheaper,P11,Diesel,Private+trip to office,Street,Paris area,700.3416943038467
90181795.100a,25.0,M,null,55.0,Annual,null,7.0,Cheap,P13,Diesel,Professional,Closed collective parking,Paris area,582.1626533183185
90172424.100a,20.0,M,null,103.0,Half-yearly,null,32.0,Cheaper,P11,Diesel,Private+trip to office,Closed collective parking,South West,530.7894244729194
90146919.100a,19.0,F,null,94.0,Monthly,null,39.0,Cheapest,P8,Regular,Private+trip to office,Street,Paris area,596.9053668489463
90150213.100a,34.0,M,null,105.0,Half-yearly,null,16.0,Cheaper,P12,Regular,Private+trip to office,Street,Paris area,1089.5858608582394
90149611.100a,18.0,M,null,101.0,Annual,null,28.0,Affordable cars,P13,Diesel,Private+trip to office,Closed zbox,Headquarters,898.6432809612808
20100219.102a,50.0,M,Cohabiting,132.0,Half-yearly,Private employee,6.0,Cheaper,P10,Regular,Private+trip to office,Opened collective parking,Paris area,424.8139051830212
90182230.100b,66.0,M,null,136.0,Annual,null,24.0,Cheaper,P12,Diesel,Private+trip to office,Closed collective parking,Headquarters,511.4471272531539
90139277.100b,41.0,F,null,127.0,Annual,null,11.0,Cheapest,P8,Regular,Private+trip to office,Closed zbox,Center,208.4423949028971
90180040.100b,32.0,M,null,67.0,Half-yearly,null,20.0,Cheaper,P9,Regular,Private+trip to office,Closed zbox,Center,193.9077214549029
90172226.100a,27.0,F,null,61.99999999999999,Half-yearly,null,12.0,Cheaper,P10,Diesel,Private+trip to office,Closed collective parking,South West,522.2714498404288
70100125.10a,28.0,M,Cohabiting,85.0,Half-yearly,Retiree,19.0,Cheaper,P9,Regular,Private+trip to office,Opened collective parking,Center,280.0175526589647
90154798.100a,21.0,F,null,79.0,Half-yearly,null,38.0,Cheapest,P10,Diesel,Private+trip to office,Opened collective parking,Center,393.034765362746
90147593.100b,27.0,F,null,55.0,Half-yearly,null,6.0,Cheapest,P9,Regular,Private+trip to office,Opened collective parking,South West,447.1651473297284
